date,sales,guest_count,meal_period,promotions_active
2024-06-09,5764.62,164,All Day,False
2024-06-10,4416.92,127,All Day,False
2024-06-11,4268.54,125,All Day,False
2024-06-12,4424.84,128,All Day,False
2024-06-13,4328.5,124,All Day,False
2024-06-14,5832.95,163,All Day,False
2024-06-15,5872.6,196,All Day,False
2024-06-16,4717.28,139,All Day,False
2024-06-17,5054.79,142,All Day,False
2024-06-18,3664.67,118,All Day,False
2024-06-19,4854.33,138,All Day,False
2024-06-20,5249.54,159,All Day,False
2024-06-21,5583.53,164,All Day,False
2024-06-22,5755.55,160,All Day,False
2024-06-23,4884.26,146,All Day,False
2024-06-24,4076.59,115,All Day,False
2024-06-25,4092.03,117,All Day,False
2024-06-26,5075.59,167,All Day,False
2024-06-27,4935.6,143,All Day,False
2024-06-28,5408.92,158,All Day,False
2024-06-29,6282.12,194,All Day,False
2024-06-30,5242.58,141,All Day,False
2024-07-01,4208.62,131,All Day,False
2024-07-02,4338.97,127,All Day,False
2024-07-03,4761.32,141,All Day,False
2024-07-04,0.0,0,All Day,False
2024-07-05,6298.97,215,All Day,False
2024-07-06,6488.69,200,All Day,False
2024-07-07,4560.6,135,All Day,False
2024-07-08,4633.29,138,All Day,False
2024-07-09,3994.35,114,All Day,False
2024-07-10,4065.58,121,All Day,False
2024-07-11,4103.14,120,All Day,False
2024-07-12,5796.31,169,All Day,True
2024-07-13,7044.82,222,All Day,False
2024-07-14,5524.47,193,All Day,False
2024-07-15,3911.9,114,All Day,False
2024-07-16,4262.17,122,All Day,False
2024-07-17,4184.33,124,All Day,False
2024-07-18,4273.57,125,All Day,False
2024-07-19,5850.23,173,All Day,False
2024-07-20,5635.33,168,All Day,False
2024-07-21,5026.24,146,All Day,False
2024-07-22,4060.12,126,All Day,True
2024-07-23,3708.98,99,All Day,False
2024-07-24,3851.51,119,All Day,False
2024-07-25,4530.14,145,All Day,False
2024-07-26,4952.57,150,All Day,False
2024-07-27,6202.03,183,All Day,False
2024-07-28,5741.34,162,All Day,False
2024-07-29,3815.41,112,All Day,True
2024-07-30,3695.54,105,All Day,False
2024-07-31,4085.92,117,All Day,False
2024-08-01,4790.84,129,All Day,False
2024-08-02,5647.38,159,All Day,False
2024-08-03,5555.06,161,All Day,False
2024-08-04,4270.03,132,All Day,False
2024-08-05,4418.59,145,All Day,False
2024-08-06,4252.83,124,All Day,True
2024-08-07,4421.69,143,All Day,False
2024-08-08,3643.46,101,All Day,False
2024-08-09,5764.06,173,All Day,False
2024-08-10,4969.69,150,All Day,False
2024-08-11,4411.51,123,All Day,False
2024-08-12,3755.05,112,All Day,False
2024-08-13,4468.7,127,All Day,False
2024-08-14,4039.06,115,All Day,False
2024-08-15,4462.03,130,All Day,False
2024-08-16,5850.94,174,All Day,False
2024-08-17,6154.6,182,All Day,False
2024-08-18,4264.72,122,All Day,True
2024-08-19,3826.86,105,All Day,True
2024-08-20,4309.75,143,All Day,False
2024-08-21,4458.55,129,All Day,False
2024-08-22,4404.06,129,All Day,False
2024-08-23,6170.76,189,All Day,False
2024-08-24,6030.47,174,All Day,False
2024-08-25,4138.58,136,All Day,False
2024-08-26,4055.87,125,All Day,False
2024-08-27,3510.81,111,All Day,False
2024-08-28,4095.92,127,All Day,False
2024-08-29,4915.29,150,All Day,False
2024-08-30,6120.49,164,All Day,False
2024-08-31,5363.38,164,All Day,False
2024-09-01,4574.83,136,All Day,False
2024-09-02,4016.9,127,All Day,False
2024-09-03,4252.56,128,All Day,False
2024-09-04,4917.29,137,All Day,False
2024-09-05,4015.53,114,All Day,False
2024-09-06,5823.49,161,All Day,False
2024-09-07,4798.51,152,All Day,False
2024-09-08,4431.28,130,All Day,False
2024-09-09,2979.92,92,All Day,False
2024-09-10,4566.13,144,All Day,False
2024-09-11,4207.08,122,All Day,False
2024-09-12,4260.8,120,All Day,False
2024-09-13,6019.58,162,All Day,False
2024-09-14,5404.2,167,All Day,False
2024-09-15,4902.12,141,All Day,True
2024-09-16,4393.97,142,All Day,False
2024-09-17,4372.26,140,All Day,False
2024-09-18,4211.36,127,All Day,False
2024-09-19,4521.99,145,All Day,False
2024-09-20,5644.34,162,All Day,False
2024-09-21,5404.54,157,All Day,False
2024-09-22,4559.52,133,All Day,False
2024-09-23,4244.47,129,All Day,True
2024-09-24,4080.45,136,All Day,False
2024-09-25,3562.88,107,All Day,False
2024-09-26,3718.78,111,All Day,False
2024-09-27,6068.86,166,All Day,False
2024-09-28,5470.92,173,All Day,False
2024-09-29,4279.85,115,All Day,False
2024-09-30,4424.22,132,All Day,False
2024-10-01,4153.28,124,All Day,False
2024-10-02,4296.93,127,All Day,False
2024-10-03,4365.07,123,All Day,False
2024-10-04,6446.81,186,All Day,False
2024-10-05,7673.32,219,All Day,False
2024-10-06,6123.25,188,All Day,False
2024-10-07,3892.07,115,All Day,False
2024-10-08,3928.93,109,All Day,True
2024-10-09,4083.64,125,All Day,False
2024-10-10,4482.2,141,All Day,False
2024-10-11,6981.28,212,All Day,False
2024-10-12,8343.39,246,All Day,False
2024-10-13,5546.87,163,All Day,True
2024-10-14,4092.56,126,All Day,False
2024-10-15,4483.22,127,All Day,False
2024-10-16,4248.81,131,All Day,True
2024-10-17,4762.93,137,All Day,False
2024-10-18,7234.91,200,All Day,False
2024-10-19,7661.53,213,All Day,False
2024-10-20,6679.75,174,All Day,False
2024-10-21,3827.58,116,All Day,False
2024-10-22,5165.45,153,All Day,False
2024-10-23,3801.45,108,All Day,True
2024-10-24,4546.91,135,All Day,False
2024-10-25,4807.61,149,All Day,False
2024-10-26,4948.66,130,All Day,False
2024-10-27,4191.85,128,All Day,False
2024-10-28,4375.55,139,All Day,False
2024-10-29,4335.55,133,All Day,False
2024-10-30,4313.52,129,All Day,False
2024-10-31,4155.96,115,All Day,False
2024-11-01,5161.69,149,All Day,False
2024-11-02,6060.97,192,All Day,False
2024-11-03,4250.59,127,All Day,False
2024-11-04,3517.78,102,All Day,False
2024-11-05,4450.34,143,All Day,False
2024-11-06,4522.39,124,All Day,False
2024-11-07,4363.15,119,All Day,False
2024-11-08,5580.85,170,All Day,False
2024-11-09,5677.27,178,All Day,False
2024-11-10,4662.67,137,All Day,False
2024-11-11,4307.49,123,All Day,False
2024-11-12,3548.32,89,All Day,False
2024-11-13,3949.82,112,All Day,False
2024-11-14,4370.38,134,All Day,False
2024-11-15,6032.62,188,All Day,False
2024-11-16,5772.72,152,All Day,False
2024-11-17,4758.82,139,All Day,False
2024-11-18,3927.7,111,All Day,False
2024-11-19,4037.95,117,All Day,False
2024-11-20,4655.93,139,All Day,False
2024-11-21,4510.1,130,All Day,False
2024-11-22,6322.19,180,All Day,False
2024-11-23,6444.45,193,All Day,False
2024-11-24,4473.74,146,All Day,False
2024-11-25,3800.35,114,All Day,False
2024-11-26,4404.56,135,All Day,False
2024-11-27,3568.81,109,All Day,False
2024-11-28,4199.76,124,All Day,False
2024-11-29,6573.39,217,All Day,False
2024-11-30,6221.76,177,All Day,False
2024-12-01,4932.28,142,All Day,True
2024-12-02,4317.71,123,All Day,False
2024-12-03,4084.77,128,All Day,False
2024-12-04,3724.57,107,All Day,False
2024-12-05,4191.34,136,All Day,False
2024-12-06,5492.68,156,All Day,False
2024-12-07,6040.08,188,All Day,False
2024-12-08,5656.68,167,All Day,True
2024-12-09,4598.43,134,All Day,False
2024-12-10,4337.23,125,All Day,False
2024-12-11,4853.73,145,All Day,False
2024-12-12,4718.09,145,All Day,False
2024-12-13,6895.92,213,All Day,False
2024-12-14,7101.28,225,All Day,False
2024-12-15,4998.41,143,All Day,True
2024-12-16,4919.21,132,All Day,False
2024-12-17,5011.39,164,All Day,False
2024-12-18,4643.68,143,All Day,False
2024-12-19,4853.47,134,All Day,False
2024-12-20,6234.62,189,All Day,False
2024-12-21,5560.09,171,All Day,True
2024-12-22,4886.22,143,All Day,False
2024-12-23,4904.58,143,All Day,False
2024-12-24,4112.44,130,All Day,False
2024-12-25,0.0,0,All Day,False
2024-12-26,5261.78,154,All Day,False
2024-12-27,5820.86,182,All Day,False
2024-12-28,6476.59,174,All Day,False
2024-12-29,5131.95,156,All Day,False
2024-12-30,4066.37,119,All Day,False
2024-12-31,4875.98,150,All Day,False
2025-01-01,0.0,0,All Day,False
2025-01-02,4783.27,136,All Day,True
2025-01-03,5684.72,176,All Day,False
2025-01-04,6270.58,177,All Day,False
2025-01-05,6229.35,196,All Day,False
2025-01-06,4720.44,139,All Day,False
2025-01-07,4472.13,123,All Day,False
2025-01-08,4853.18,138,All Day,False
2025-01-09,4207.55,126,All Day,False
2025-01-10,6311.96,184,All Day,False
2025-01-11,7537.97,226,All Day,False
2025-01-12,4286.51,126,All Day,False
2025-01-13,4868.56,143,All Day,False
2025-01-14,3603.05,104,All Day,False
2025-01-15,4895.73,156,All Day,False
2025-01-16,4441.19,131,All Day,True
2025-01-17,6068.29,183,All Day,False
2025-01-18,6518.45,199,All Day,False
2025-01-19,4763.27,133,All Day,False
2025-01-20,4333.65,129,All Day,False
2025-01-21,4543.49,144,All Day,False
2025-01-22,5075.96,143,All Day,False
2025-01-23,4600.77,135,All Day,False
2025-01-24,6477.15,204,All Day,True
2025-01-25,5919.11,174,All Day,False
2025-01-26,4962.12,146,All Day,False
2025-01-27,3896.97,118,All Day,False
2025-01-28,4892.73,142,All Day,False
2025-01-29,5228.17,165,All Day,False
2025-01-30,4763.14,133,All Day,False
2025-01-31,6628.37,186,All Day,True
2025-02-01,5874.86,172,All Day,False
2025-02-02,5437.69,159,All Day,False
2025-02-03,4513.44,123,All Day,False
2025-02-04,5092.28,140,All Day,False
2025-02-05,4945.07,152,All Day,False
2025-02-06,5077.19,139,All Day,False
2025-02-07,6692.29,208,All Day,False
2025-02-08,6247.49,183,All Day,False
2025-02-09,6240.31,166,All Day,False
2025-02-10,4533.99,131,All Day,False
2025-02-11,4640.45,148,All Day,False
2025-02-12,5104.26,149,All Day,False
2025-02-13,4966.14,147,All Day,False
2025-02-14,6761.57,196,All Day,False
2025-02-15,7051.38,218,All Day,False
2025-02-16,6036.55,170,All Day,False
2025-02-17,5034.33,148,All Day,True
2025-02-18,4874.58,144,All Day,False
2025-02-19,4928.96,159,All Day,False
2025-02-20,5828.06,161,All Day,False
2025-02-21,7615.87,216,All Day,False
2025-02-22,6327.24,181,All Day,True
2025-02-23,6054.34,188,All Day,False
2025-02-24,5451.56,164,All Day,False
2025-02-25,5232.01,142,All Day,False
2025-02-26,0.0,0,All Day,False
2025-02-27,5533.32,171,All Day,False
2025-02-28,7044.7,219,All Day,False
2025-03-01,6468.77,173,All Day,False
2025-03-02,5532.55,178,All Day,False
2025-03-03,0.0,0,All Day,False
2025-03-04,5442.82,166,All Day,False
2025-03-05,5864.86,176,All Day,False
2025-03-06,5728.75,152,All Day,False
2025-03-07,6399.97,179,All Day,False
2025-03-08,9546.74,292,All Day,False
2025-03-09,5813.61,163,All Day,False
2025-03-10,6062.92,180,All Day,False
2025-03-11,6604.85,188,All Day,False
2025-03-12,6328.33,183,All Day,False
2025-03-13,7139.37,237,All Day,False
2025-03-14,7807.09,247,All Day,True
2025-03-15,8433.93,237,All Day,False
2025-03-16,8125.83,242,All Day,False
2025-03-17,6429.94,175,All Day,False
2025-03-18,5108.76,154,All Day,False
2025-03-19,5390.83,152,All Day,False
2025-03-20,5190.34,158,All Day,False
2025-03-21,6264.64,194,All Day,False
2025-03-22,6341.54,197,All Day,False
2025-03-23,5550.05,163,All Day,False
2025-03-24,5081.26,160,All Day,False
2025-03-25,5141.93,150,All Day,False
2025-03-26,4999.93,152,All Day,False
2025-03-27,4597.67,131,All Day,False
2025-03-28,6857.82,198,All Day,False
2025-03-29,6583.6,200,All Day,False
2025-03-30,6280.92,160,All Day,False
2025-03-31,4932.44,144,All Day,False
2025-04-01,5019.69,155,All Day,False
2025-04-02,4872.91,128,All Day,False
2025-04-03,4767.76,140,All Day,False
2025-04-04,6472.29,191,All Day,False
2025-04-05,6439.53,195,All Day,False
2025-04-06,5143.28,150,All Day,False
2025-04-07,4912.21,140,All Day,False
2025-04-08,5033.81,155,All Day,False
2025-04-09,4664.88,137,All Day,False
2025-04-10,5589.04,170,All Day,False
2025-04-11,5829.57,169,All Day,False
2025-04-12,7479.07,213,All Day,False
2025-04-13,5250.5,153,All Day,False
2025-04-14,5396.29,163,All Day,False
2025-04-15,4837.35,147,All Day,False
2025-04-16,4977.33,157,All Day,False
2025-04-17,5135.02,149,All Day,False
2025-04-18,6971.53,206,All Day,False
2025-04-19,6176.48,184,All Day,False
2025-04-20,6647.38,193,All Day,True
2025-04-21,4728.62,134,All Day,False
2025-04-22,5784.02,167,All Day,False
2025-04-23,4985.15,136,All Day,False
2025-04-24,4849.34,135,All Day,False
2025-04-25,6508.3,196,All Day,False
2025-04-26,7230.82,198,All Day,False
2025-04-27,5755.3,158,All Day,False
2025-04-28,5194.8,160,All Day,False
2025-04-29,4880.49,139,All Day,False
2025-04-30,5595.62,155,All Day,False
2025-05-01,5453.44,174,All Day,False
2025-05-02,7193.13,204,All Day,False
2025-05-03,6944.81,197,All Day,False
2025-05-04,4997.71,170,All Day,False
2025-05-05,5131.55,151,All Day,False
2025-05-06,4938.06,142,All Day,False
2025-05-07,5103.48,147,All Day,True
2025-05-08,5379.06,163,All Day,False
2025-05-09,6960.04,213,All Day,False
2025-05-10,5750.79,172,All Day,False
2025-05-11,6249.81,194,All Day,False
2025-05-12,5182.09,145,All Day,False
2025-05-13,5301.43,162,All Day,False
2025-05-14,4710.32,138,All Day,False
2025-05-15,5106.85,145,All Day,False
2025-05-16,7099.07,180,All Day,False
2025-05-17,7536.83,226,All Day,False
2025-05-18,6705.47,211,All Day,False
2025-05-19,4582.07,129,All Day,False
2025-05-20,4880.77,167,All Day,False
2025-05-21,5568.46,158,All Day,False
2025-05-22,4933.42,147,All Day,False
2025-05-23,6593.29,221,All Day,False
2025-05-24,6226.32,191,All Day,True
2025-05-25,6203.14,189,All Day,False
2025-05-26,5108.99,152,All Day,False
2025-05-27,4603.76,133,All Day,False
2025-05-28,4943.44,137,All Day,False
2025-05-29,4788.51,146,All Day,False
2025-05-30,7115.47,212,All Day,False
2025-05-31,7156.97,217,All Day,False
2025-06-01,5738.74,175,All Day,False
2025-06-02,4600.29,156,All Day,False
2025-06-03,5523.09,167,All Day,False
2025-06-04,5120.56,152,All Day,False
2025-06-05,5376.75,176,All Day,False
2025-06-06,6737.48,190,All Day,False
2025-06-07,6652.22,205,All Day,True
2025-06-08,4869.72,149,All Day,False
2025-06-09,4127.55,116,All Day,False
2025-06-10,5074.06,142,All Day,False
2025-06-11,4515.94,142,All Day,False
2025-06-12,5085.84,145,All Day,False
2025-06-13,5622.89,172,All Day,False
2025-06-14,7407.58,208,All Day,False
2025-06-15,5480.5,174,All Day,False
2025-06-16,4484.09,135,All Day,False
2025-06-17,4305.17,118,All Day,False
2025-06-18,5279.07,167,All Day,False
2025-06-19,5575.9,169,All Day,False
2025-06-20,6533.81,198,All Day,False
2025-06-21,5950.57,179,All Day,False
2025-06-22,4749.98,143,All Day,False
2025-06-23,4785.5,139,All Day,False
2025-06-24,4222.88,136,All Day,False
2025-06-25,4881.18,154,All Day,False
2025-06-26,4720.92,129,All Day,False
2025-06-27,5825.68,181,All Day,False
2025-06-28,6969.94,230,All Day,False
2025-06-29,5416.54,140,All Day,False
2025-06-30,4894.84,137,All Day,False
2025-07-01,4606.44,146,All Day,False
2025-07-02,4190.1,122,All Day,False
2025-07-03,4867.97,130,All Day,False
2025-07-04,6241.41,181,All Day,False
2025-07-05,6355.96,201,All Day,False
2025-07-06,5574.07,154,All Day,False
2025-07-07,4987.33,153,All Day,False
2025-07-08,5768.65,172,All Day,False
2025-07-09,5185.61,156,All Day,False
2025-07-10,5168.96,154,All Day,True
2025-07-11,6306.43,175,All Day,False
2025-07-12,7365.06,220,All Day,False
2025-07-13,5240.67,161,All Day,False
2025-07-14,4369.49,134,All Day,True
2025-07-15,4499.39,126,All Day,False
2025-07-16,4888.91,138,All Day,False
2025-07-17,4951.65,136,All Day,False
2025-07-18,5936.34,172,All Day,True
2025-07-19,5488.32,179,All Day,False
2025-07-20,5421.26,161,All Day,True
2025-07-21,4680.26,133,All Day,True
2025-07-22,5206.66,153,All Day,True
2025-07-23,4598.49,141,All Day,False
2025-07-24,4978.48,152,All Day,False
2025-07-25,6135.61,174,All Day,False
2025-07-26,6308.14,185,All Day,False
2025-07-27,4969.44,143,All Day,False
2025-07-28,5444.29,173,All Day,True
2025-07-29,4219.25,119,All Day,False
2025-07-30,4711.2,128,All Day,False
2025-07-31,4345.9,121,All Day,False
2025-08-01,6396.16,199,All Day,False
2025-08-02,5911.03,174,All Day,False
2025-08-03,4931.86,136,All Day,False
2025-08-04,4868.41,147,All Day,False
2025-08-05,4537.04,126,All Day,False
2025-08-06,4567.19,120,All Day,False
2025-08-07,4778.51,148,All Day,False
2025-08-08,5664.1,157,All Day,False
2025-08-09,5964.05,174,All Day,False
2025-08-10,4068.23,120,All Day,False
2025-08-11,4056.45,130,All Day,False
2025-08-12,5017.06,150,All Day,False
2025-08-13,4426.67,116,All Day,False
2025-08-14,4912.06,132,All Day,False
2025-08-15,6775.06,190,All Day,False
2025-08-16,6903.84,213,All Day,False
2025-08-17,4861.29,156,All Day,False
2025-08-18,3909.35,114,All Day,True
2025-08-19,3985.69,126,All Day,False
2025-08-20,4457.08,155,All Day,False
2025-08-21,4504.8,132,All Day,False
2025-08-22,7102.11,206,All Day,False
2025-08-23,6169.71,166,All Day,False
2025-08-24,5102.92,148,All Day,True
2025-08-25,4875.04,150,All Day,False
2025-08-26,4874.73,156,All Day,False
2025-08-27,4756.68,135,All Day,False
2025-08-28,4369.02,130,All Day,False
2025-08-29,6901.53,204,All Day,True
2025-08-30,6345.51,186,All Day,False
2025-08-31,4905.56,150,All Day,False
2025-09-01,4643.6,126,All Day,False
2025-09-02,4032.43,109,All Day,False
2025-09-03,4727.33,141,All Day,False
2025-09-04,4614.25,131,All Day,False
2025-09-05,5537.83,164,All Day,False
2025-09-06,6065.74,197,All Day,True
2025-09-07,5511.17,168,All Day,False
2025-09-08,4286.0,127,All Day,False
2025-09-09,4647.65,134,All Day,False
2025-09-10,4502.68,130,All Day,False
2025-09-11,4227.08,123,All Day,False
2025-09-12,6317.66,192,All Day,False
2025-09-13,6063.43,173,All Day,False
2025-09-14,5118.02,162,All Day,False
2025-09-15,4979.07,137,All Day,False
2025-09-16,4476.96,121,All Day,True
2025-09-17,4700.18,140,All Day,False
2025-09-18,4228.82,133,All Day,False
2025-09-19,5970.38,185,All Day,False
2025-09-20,5659.35,163,All Day,False
2025-09-21,4595.01,149,All Day,False
2025-09-22,4512.99,128,All Day,False
2025-09-23,4622.59,150,All Day,False
2025-09-24,4222.81,129,All Day,False
2025-09-25,3930.69,115,All Day,True
2025-09-26,6148.4,183,All Day,False
2025-09-27,5300.66,140,All Day,False
2025-09-28,4818.89,134,All Day,False
2025-09-29,4985.19,150,All Day,False
2025-09-30,4626.95,148,All Day,False
2025-10-01,4349.98,125,All Day,True
2025-10-02,4486.33,127,All Day,False
2025-10-03,5820.99,162,All Day,False
2025-10-04,6991.58,201,All Day,False
2025-10-05,6153.33,201,All Day,False
2025-10-06,5919.38,205,All Day,False
2025-10-07,4226.61,132,All Day,False
2025-10-08,4928.46,138,All Day,False
2025-10-09,4111.11,130,All Day,False
2025-10-10,5844.69,184,All Day,False
2025-10-11,8474.88,277,All Day,True
2025-10-12,7400.06,213,All Day,False
2025-10-13,5882.8,172,All Day,False
2025-10-14,3931.6,110,All Day,False
2025-10-15,4518.51,141,All Day,False
2025-10-16,4899.45,136,All Day,False
2025-10-17,6621.01,185,All Day,False
2025-10-18,7875.45,224,All Day,False
2025-10-19,7607.67,212,All Day,False
2025-10-20,4935.67,146,All Day,False
2025-10-21,4266.26,116,All Day,False
2025-10-22,4505.62,129,All Day,False
2025-10-23,4600.93,126,All Day,True
2025-10-24,7012.4,206,All Day,False
2025-10-25,6245.84,170,All Day,False
2025-10-26,4756.33,149,All Day,False
2025-10-27,4309.56,121,All Day,False
2025-10-28,4575.08,140,All Day,False
2025-10-29,5009.07,162,All Day,False
2025-10-30,4308.1,128,All Day,False
2025-10-31,7052.49,216,All Day,True
2025-11-01,6431.79,191,All Day,False
2025-11-02,4758.24,136,All Day,False
2025-11-03,4467.98,136,All Day,False
2025-11-04,4093.65,120,All Day,False
2025-11-05,5140.38,157,All Day,False
2025-11-06,4183.1,136,All Day,False
2025-11-07,5336.1,158,All Day,False
2025-11-08,6253.66,180,All Day,True
2025-11-09,5260.74,153,All Day,False
2025-11-10,5163.28,141,All Day,True
2025-11-11,5055.3,140,All Day,False
2025-11-12,4863.72,157,All Day,False
2025-11-13,4547.32,132,All Day,False
2025-11-14,5821.31,156,All Day,False
2025-11-15,6097.7,198,All Day,False
2025-11-16,5175.93,149,All Day,False
2025-11-17,4328.32,128,All Day,False
2025-11-18,4057.84,123,All Day,False
2025-11-19,4667.75,138,All Day,False
2025-11-20,4969.53,155,All Day,False
2025-11-21,6491.44,185,All Day,False
2025-11-22,5965.45,185,All Day,True
2025-11-23,6124.97,183,All Day,False
2025-11-24,4846.34,139,All Day,False
2025-11-25,4173.17,121,All Day,False
2025-11-26,4764.36,127,All Day,False
2025-11-27,4770.88,134,All Day,False
2025-11-28,6784.48,203,All Day,False
